TransactionID,ProductName,BrandType,Color,City,SaleDate,UnitsSold,UnitPrice,SupplierName,StockAvailable,BrandName,MachineType
14748,QuickPot,Auto-Brew,Black,Hyderabad,25-05-2024,5,9609.81,Aroma Imports,84,QuickPot,Commercial Espresso Machines
14749,QuickPot,Auto-Brew,Green,Delhi,23-09-2024,0,11695.71,BeanWorld India,69,QuickPot,Commercial Coffee Makers
14750,Barista Lite,App Connectivity,Red,DELHI,21-08-2023,19,26977.86,Contoso Distributors,362,Barista,At Home Coffee Makers
14751,AutoDrip,Auto-Brew,Red,Pune,28-05-2024,-4,9852.71,Aroma Imports,414,AutoDrip,At Home Coffee Makers
14752,Airpot XL,Auto-Brew,Silver,Delhi,24-05-2024,-5,13983.21,BeanWorld India,24,Airpot,At Home Espresso Machines
14753,Cafe S-200 Semi-Automatic,App Connectivity,Green,DELHI,15-07-2023,-4,7640.93,BrewSupply Pvt Ltd,455,Cafe,At Home Espresso Machines
14754,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Mumbai,24-09-2025,0,48496.56,BrewSupply Pvt Ltd,220,Cafe,Commercial Coffee Makers
14755,Travel Brew 100,Auto-Brew,Red,delhi,22-11-2023,-2,10938.65,BeanWorld India,48,Travel Brew,At Home Coffee Makers
14756,QuickPot,Auto-Brew,Blue,Delhi,27-08-2024,17,13442.82,Contoso Distributors,82,QuickPot,Commercial Coffee Makers
14757,Crema Café,App Connectivity,Red,Hyderabad,25-03-2023,-2,20294.99,BrewSupply Pvt Ltd,43,Crema,At Home Espresso Machines
14758,Airpot XL,Auto-Brew,Blue,delhi,01-08-2025,1,37193.52,Contoso Distributors,313,Airpot,Commercial Espresso Machines
14759,Travel Brew 100,Auto-Brew,Green,Delhi,04-12-2023,1,47406.36,Aroma Imports,10,Travel Brew,At Home Espresso Machines
14760,QuickPot,Auto-Brew,Red,Delhi,17-01-2024,8,21800.01,CoffeeTech Supplies,49,QuickPot,Commercial Espresso Machines
14761,QuickPot,Auto-Brew,Green,delhi,14-03-2025,-4,21970.62,,483,QuickPot,Commercial Coffee Makers
14762,Airpot XL,Auto-Brew,Black,Pune,04-09-2024,16,6772.22,CoffeeTech Supplies,408,Airpot,At Home Espresso Machines
14763,Barista Lite,App Connectivity,Blue,Bangalore,17-12-2025,-2,35424.92,BeanWorld India,488,Barista,Commercial Espresso Machines
14764,Smart Brew 300,Auto-Brew,White,Hyderabad,25-01-2024,4,16128.15,,31,Smart Brew,At Home Coffee Makers
14765,AutoDrip,Auto-Brew,Green,Mumbai,02-02-2024,4,23246.63,BeanWorld India,480,AutoDrip,Commercial Coffee Makers
14766,Cafe A-100 Automatic,App Connectivity,Red,Pune,21-01-2025,-4,14955.76,CoffeeTech Supplies,442,Cafe,Commercial Coffee Makers
14767,Travel Brew 100,Auto-Brew,White,Pune,14-01-2024,9,47540.56,Contoso Distributors,251,Travel Brew,At Home Coffee Makers
14768,AutoDrip,Auto-Brew,Blue,DELHI,20-04-2024,11,35963.2,CoffeeTech Supplies,56,AutoDrip,Commercial Espresso Machines
14769,AutoDrip,Auto-Brew,White,DELHI,27-12-2025,2,13027.56,BrewSupply Pvt Ltd,459,AutoDrip,Commercial Espresso Machines
14770,Barista Lite,App Connectivity,Silver,Delhi,08-08-2023,5,38072.44,BrewSupply Pvt Ltd,465,Barista,At Home Coffee Makers
14771,Travel Brew 100,Auto-Brew,Black,Bangalore,21-06-2024,3,9185.99,,275,Travel Brew,Commercial Espresso Machines
14772,Precision Brew 100,Auto-Brew,White,delhi,24-01-2024,16,17338.23,Contoso Distributors,474,Precision Brew,Commercial Coffee Makers
14773,Barista Lite,App Connectivity,Red,Delhi,22-11-2025,15,47941.1,Aroma Imports,38,Barista,Commercial Coffee Makers
14774,Crema Café,App Connectivity,Red,delhi,18-04-2024,-2,35074.21,,312,Crema,Commercial Coffee Makers
14775,Precision Brew 100,Auto-Brew,Blue,Mumbai,27-03-2024,-2,26844.52,Contoso Distributors,208,Precision Brew,At Home Espresso Machines
14776,AutoDrip,Auto-Brew,Black,Mumbai,16-07-2025,9,47543.99,,89,AutoDrip,Commercial Espresso Machines
14777,Barista Lite,App Connectivity,White,Bangalore,05-11-2024,9,9398.97,BrewSupply Pvt Ltd,317,Barista,Commercial Espresso Machines
14778,Smart Brew 300,Auto-Brew,Blue,Delhi,05-11-2023,2,15372.85,Aroma Imports,379,Smart Brew,Commercial Espresso Machines
14779,AutoDrip,Auto-Brew,Green,Mumbai,07-10-2023,-4,26463.24,BeanWorld India,33,AutoDrip,At Home Coffee Makers
14780,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Pune,31-08-2024,16,20589.31,BeanWorld India,393,Cafe,At Home Espresso Machines
14781,Airpot XL,Auto-Brew,Red,Bangalore,30-06-2024,-5,44778.04,BeanWorld India,22,Airpot,At Home Espresso Machines
14782,Travel Brew 100,Auto-Brew,Blue,Delhi,21-03-2025,0,18868.01,,386,Travel Brew,At Home Espresso Machines
14783,Crema Café,App Connectivity,Red,DELHI,16-09-2025,1,31299.72,BrewSupply Pvt Ltd,254,Crema,Commercial Espresso Machines
14784,Cafe S-200 Semi-Automatic,App Connectivity,Red,DELHI,20-01-2025,0,7769.74,,283,Cafe,Commercial Coffee Makers
14785,AutoDrip,Auto-Brew,Green,Pune,15-03-2025,17,19553.16,CoffeeTech Supplies,439,AutoDrip,Commercial Espresso Machines
14786,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Bangalore,16-11-2023,17,48605.03,Contoso Distributors,464,Cafe,At Home Espresso Machines
14787,Crema Café,App Connectivity,Red,Hyderabad,27-02-2023,-5,35142.54,CoffeeTech Supplies,170,Crema,Commercial Espresso Machines
14788,Travel Brew 100,Auto-Brew,Green,DELHI,07-12-2025,11,22428.96,Contoso Distributors,111,Travel Brew,At Home Coffee Makers
14789,Cafe A-100 Automatic,App Connectivity,Silver,Bangalore,13-08-2024,2,49449.86,BrewSupply Pvt Ltd,371,Cafe,At Home Espresso Machines
14790,Crema Café,App Connectivity,Green,Mumbai,23-07-2023,16,7185.1,,314,Crema,At Home Coffee Makers
14791,Airpot XL,Auto-Brew,Red,delhi,17-05-2024,-5,40337.96,,473,Airpot,Commercial Espresso Machines
14792,Cafe A-100 Automatic,App Connectivity,Black,delhi,05-03-2025,-3,28885.68,,488,Cafe,Commercial Espresso Machines
14793,AutoDrip,Auto-Brew,Red,delhi,05-10-2025,0,19659.3,CoffeeTech Supplies,453,AutoDrip,Commercial Coffee Makers
14794,Airpot XL,Auto-Brew,White,DELHI,08-05-2024,5,10420.84,BrewSupply Pvt Ltd,20,Airpot,Commercial Coffee Makers
14795,Cafe A-100 Automatic,App Connectivity,Red,Mumbai,26-12-2025,14,13331.12,BeanWorld India,351,Cafe,Commercial Coffee Makers
14796,Travel Brew 100,Auto-Brew,White,Hyderabad,11-01-2025,-4,31049.78,,68,Travel Brew,Commercial Espresso Machines
14797,Cafe A-100 Automatic,App Connectivity,Red,Mumbai,16-06-2025,5,28452.53,BrewSupply Pvt Ltd,400,Cafe,At Home Espresso Machines
14798,Cafe A-100 Automatic,App Connectivity,Blue,delhi,19-07-2024,1,42145.1,,49,Cafe,At Home Espresso Machines
14799,Travel Brew 100,Auto-Brew,Silver,DELHI,20-05-2024,0,25739.74,Contoso Distributors,76,Travel Brew,Commercial Coffee Makers
14800,QuickPot,Auto-Brew,Blue,Pune,11-09-2025,0,37142.87,CoffeeTech Supplies,468,QuickPot,At Home Coffee Makers
14801,Travel Brew 100,Auto-Brew,Black,Bangalore,04-05-2024,4,13107.39,BeanWorld India,339,Travel Brew,Commercial Coffee Makers
14802,Smart Brew 300,Auto-Brew,Red,Bangalore,12-04-2024,-2,38870.16,CoffeeTech Supplies,36,Smart Brew,At Home Espresso Machines
14803,AutoDrip,Auto-Brew,White,Delhi,11-06-2025,4,49414.31,BeanWorld India,418,AutoDrip,Commercial Coffee Makers
14804,AutoDrip,Auto-Brew,Red,Pune,20-02-2023,15,31195.74,Contoso Distributors,33,AutoDrip,At Home Coffee Makers
14805,AutoDrip,Auto-Brew,Blue,Hyderabad,18-02-2023,-4,40723.51,Contoso Distributors,199,AutoDrip,Commercial Coffee Makers
14806,Travel Brew 100,Auto-Brew,Silver,Bangalore,14-04-2024,18,38770.32,BrewSupply Pvt Ltd,416,Travel Brew,Commercial Coffee Makers
14807,AutoDrip,Auto-Brew,White,Pune,01-02-2023,9,36096.09,,323,AutoDrip,At Home Espresso Machines
14808,QuickPot,Auto-Brew,Silver,DELHI,18-01-2023,9,45664.77,Aroma Imports,281,QuickPot,At Home Espresso Machines
14809,Smart Brew 300,Auto-Brew,Black,Bangalore,01-11-2024,-5,43429.9,,79,Smart Brew,At Home Espresso Machines
14810,Travel Brew 100,Auto-Brew,Silver,Hyderabad,08-08-2023,9,39242.94,Contoso Distributors,361,Travel Brew,Commercial Espresso Machines
14811,Precision Brew 100,Auto-Brew,Green,Delhi,09-04-2024,-2,47604.79,Contoso Distributors,94,Precision Brew,Commercial Espresso Machines
14812,Cafe S-200 Semi-Automatic,App Connectivity,Black,DELHI,21-01-2024,3,32467.99,Contoso Distributors,143,Cafe,At Home Espresso Machines
14813,Airpot XL,Auto-Brew,Silver,Mumbai,29-04-2023,5,43107.7,BrewSupply Pvt Ltd,408,Airpot,At Home Espresso Machines
14814,Barista Lite,App Connectivity,Silver,Pune,15-04-2024,16,12344.1,BeanWorld India,343,Barista,At Home Coffee Makers
14815,Cafe S-200 Semi-Automatic,App Connectivity,White,Bangalore,14-12-2023,2,34005.78,Aroma Imports,67,Cafe,At Home Coffee Makers
14816,Cafe S-200 Semi-Automatic,App Connectivity,Red,Bangalore,23-01-2024,0,17722.24,BeanWorld India,500,Cafe,At Home Espresso Machines
14817,AutoDrip,Auto-Brew,Black,delhi,19-06-2023,-4,46432.39,CoffeeTech Supplies,279,AutoDrip,At Home Coffee Makers
14818,Travel Brew 100,Auto-Brew,Blue,Delhi,18-12-2025,-3,24365.24,BeanWorld India,416,Travel Brew,At Home Coffee Makers
14819,Cafe S-200 Semi-Automatic,App Connectivity,Green,DELHI,13-12-2024,17,15131.65,Contoso Distributors,230,Cafe,Commercial Coffee Makers
14820,QuickPot,Auto-Brew,Black,Delhi,25-01-2025,0,23420.62,CoffeeTech Supplies,397,QuickPot,At Home Coffee Makers
14821,Airpot XL,Auto-Brew,Green,Hyderabad,30-11-2024,0,8223.73,Contoso Distributors,432,Airpot,Commercial Espresso Machines
14822,Smart Brew 300,Auto-Brew,Blue,Mumbai,04-04-2024,4,26839.62,BrewSupply Pvt Ltd,198,Smart Brew,Commercial Coffee Makers
14823,QuickPot,Auto-Brew,Red,Bangalore,29-03-2024,0,25734.88,Aroma Imports,299,QuickPot,Commercial Espresso Machines
14824,Cafe A-100 Automatic,App Connectivity,Red,Bangalore,30-07-2025,6,14062.79,CoffeeTech Supplies,456,Cafe,Commercial Espresso Machines
14825,Smart Brew 300,Auto-Brew,Green,Pune,08-01-2023,0,24558.01,Aroma Imports,281,Smart Brew,At Home Coffee Makers
14826,Cafe S-200 Semi-Automatic,App Connectivity,Green,Bangalore,02-09-2025,-4,35293.2,,405,Cafe,At Home Espresso Machines
14827,Cafe A-100 Automatic,App Connectivity,Red,Delhi,08-08-2025,20,23326.91,BeanWorld India,409,Cafe,Commercial Espresso Machines
14828,AutoDrip,Auto-Brew,Red,Bangalore,19-08-2024,-1,37086.23,,293,AutoDrip,At Home Espresso Machines
14829,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Pune,04-05-2023,-2,40735.62,,144,Cafe,Commercial Coffee Makers
14830,Cafe A-100 Automatic,App Connectivity,Red,delhi,30-05-2024,13,28925.11,,254,Cafe,Commercial Coffee Makers
14831,Airpot XL,Auto-Brew,Green,Mumbai,12-12-2024,5,42380.73,,31,Airpot,At Home Espresso Machines
14832,Barista Lite,App Connectivity,Black,Delhi,21-07-2023,5,34999.49,,380,Barista,Commercial Coffee Makers
14833,Cafe S-200 Semi-Automatic,App Connectivity,Red,Mumbai,02-03-2023,5,12340.1,Contoso Distributors,35,Cafe,Commercial Espresso Machines
14834,Crema Café,App Connectivity,Green,Pune,27-01-2024,3,27681.81,Contoso Distributors,20,Crema,At Home Espresso Machines
14835,Airpot XL,Auto-Brew,Red,Bangalore,02-11-2025,5,10195.71,,32,Airpot,Commercial Coffee Makers
14836,Smart Brew 300,Auto-Brew,White,Delhi,21-08-2024,-3,38174.61,CoffeeTech Supplies,184,Smart Brew,Commercial Coffee Makers
14837,Cafe A-100 Automatic,App Connectivity,Black,DELHI,07-06-2025,5,44373.53,Contoso Distributors,490,Cafe,At Home Coffee Makers
14838,AutoDrip,Auto-Brew,Red,Delhi,30-06-2025,4,49006.56,BeanWorld India,425,AutoDrip,Commercial Espresso Machines
14839,AutoDrip,Auto-Brew,Black,Bangalore,06-12-2025,-3,39122.79,,403,AutoDrip,Commercial Espresso Machines
14840,Travel Brew 100,Auto-Brew,Red,Mumbai,07-10-2023,8,20261.73,Aroma Imports,369,Travel Brew,At Home Espresso Machines
14841,Travel Brew 100,Auto-Brew,White,Mumbai,08-08-2023,-5,21546.91,Aroma Imports,96,Travel Brew,Commercial Coffee Makers
14842,Barista Lite,App Connectivity,White,Bangalore,30-07-2024,2,23444.56,BeanWorld India,123,Barista,Commercial Espresso Machines
14843,QuickPot,Auto-Brew,Green,Mumbai,21-10-2024,12,45881.95,BrewSupply Pvt Ltd,126,QuickPot,At Home Espresso Machines
14844,Barista Lite,App Connectivity,Red,delhi,15-05-2025,16,15344.61,CoffeeTech Supplies,250,Barista,Commercial Coffee Makers
14845,Cafe A-100 Automatic,App Connectivity,White,Pune,15-08-2023,1,33833.01,BrewSupply Pvt Ltd,288,Cafe,Commercial Espresso Machines
14846,Travel Brew 100,Auto-Brew,Black,Hyderabad,12-09-2023,19,8190.37,CoffeeTech Supplies,67,Travel Brew,Commercial Espresso Machines
14847,AutoDrip,Auto-Brew,Red,DELHI,11-11-2023,1,23095.44,BrewSupply Pvt Ltd,453,AutoDrip,At Home Coffee Makers
14848,Cafe A-100 Automatic,App Connectivity,Silver,DELHI,16-11-2024,1,5417.39,CoffeeTech Supplies,388,Cafe,Commercial Coffee Makers
14849,QuickPot,Auto-Brew,Silver,DELHI,04-04-2024,-2,18793.5,BrewSupply Pvt Ltd,87,QuickPot,Commercial Espresso Machines
14850,Cafe A-100 Automatic,App Connectivity,Black,DELHI,01-10-2023,1,23396.26,Aroma Imports,323,Cafe,Commercial Espresso Machines
14851,Travel Brew 100,Auto-Brew,Green,delhi,22-08-2025,3,46883.84,Aroma Imports,318,Travel Brew,Commercial Coffee Makers
14852,Cafe A-100 Automatic,App Connectivity,Blue,Hyderabad,11-09-2025,19,23712.93,Aroma Imports,376,Cafe,Commercial Coffee Makers
14853,Cafe A-100 Automatic,App Connectivity,Black,Delhi,30-03-2025,0,32414.53,Aroma Imports,87,Cafe,Commercial Espresso Machines
14854,Barista Lite,App Connectivity,White,Mumbai,10-08-2025,2,45361.1,BeanWorld India,306,Barista,At Home Espresso Machines
14855,QuickPot,Auto-Brew,Silver,Mumbai,11-05-2024,5,46570.59,Aroma Imports,369,QuickPot,At Home Coffee Makers
14856,AutoDrip,Auto-Brew,Blue,Hyderabad,23-01-2024,5,12442.06,CoffeeTech Supplies,365,AutoDrip,At Home Espresso Machines
14857,QuickPot,Auto-Brew,Silver,Bangalore,25-10-2025,5,29727.56,BrewSupply Pvt Ltd,314,QuickPot,Commercial Coffee Makers
14858,Precision Brew 100,Auto-Brew,Green,delhi,13-09-2025,6,9660.71,BrewSupply Pvt Ltd,179,Precision Brew,At Home Espresso Machines
14859,Smart Brew 300,Auto-Brew,Green,Delhi,13-10-2023,3,35702.82,BrewSupply Pvt Ltd,96,Smart Brew,Commercial Espresso Machines
14860,Cafe S-200 Semi-Automatic,App Connectivity,Red,Hyderabad,07-08-2023,18,47861.44,CoffeeTech Supplies,148,Cafe,Commercial Coffee Makers
14861,Smart Brew 300,Auto-Brew,Blue,Pune,02-11-2023,19,49870.31,Aroma Imports,499,Smart Brew,Commercial Espresso Machines
14862,Airpot XL,Auto-Brew,Silver,DELHI,16-10-2025,6,44469.14,BrewSupply Pvt Ltd,312,Airpot,At Home Espresso Machines
14863,QuickPot,Auto-Brew,Green,Delhi,12-06-2024,9,18647.62,,155,QuickPot,At Home Coffee Makers
14864,Precision Brew 100,Auto-Brew,Black,DELHI,26-08-2025,13,36697.48,Aroma Imports,455,Precision Brew,At Home Coffee Makers
14865,Airpot XL,Auto-Brew,White,Pune,16-10-2025,13,11242.42,BeanWorld India,118,Airpot,At Home Espresso Machines
14866,Travel Brew 100,Auto-Brew,Green,Delhi,13-08-2024,-3,8048.84,,124,Travel Brew,Commercial Espresso Machines
14867,Cafe S-200 Semi-Automatic,App Connectivity,Black,DELHI,22-08-2025,1,5435.57,Contoso Distributors,201,Cafe,Commercial Espresso Machines
14868,Crema Café,App Connectivity,Silver,Bangalore,06-09-2024,3,38917.84,Aroma Imports,27,Crema,Commercial Coffee Makers
14869,QuickPot,Auto-Brew,Red,Delhi,08-09-2025,8,25649.71,CoffeeTech Supplies,145,QuickPot,At Home Espresso Machines
14870,Airpot XL,Auto-Brew,Blue,Bangalore,15-09-2025,10,49426.42,BrewSupply Pvt Ltd,72,Airpot,Commercial Coffee Makers
14871,Airpot XL,Auto-Brew,Green,DELHI,09-03-2025,-5,43384.15,Aroma Imports,159,Airpot,At Home Coffee Makers
14872,Airpot XL,Auto-Brew,Red,Hyderabad,01-07-2023,-5,7628.51,Aroma Imports,454,Airpot,Commercial Espresso Machines
14873,AutoDrip,Auto-Brew,Red,Pune,11-11-2025,20,15564.73,Aroma Imports,288,AutoDrip,Commercial Espresso Machines
14874,Cafe A-100 Automatic,App Connectivity,Red,Mumbai,10-03-2025,5,15353.74,Aroma Imports,102,Cafe,Commercial Coffee Makers
14875,AutoDrip,Auto-Brew,Blue,Bangalore,19-01-2023,-1,39545.21,CoffeeTech Supplies,411,AutoDrip,At Home Espresso Machines
14876,Smart Brew 300,Auto-Brew,Red,Pune,13-12-2024,4,15131.36,BeanWorld India,33,Smart Brew,Commercial Espresso Machines
14877,Smart Brew 300,Auto-Brew,White,delhi,11-08-2025,19,48315.61,BrewSupply Pvt Ltd,62,Smart Brew,Commercial Coffee Makers
14878,AutoDrip,Auto-Brew,Green,Bangalore,23-06-2023,-4,41548.97,BeanWorld India,12,AutoDrip,At Home Espresso Machines
14879,Travel Brew 100,Auto-Brew,Blue,delhi,09-11-2023,12,39542.09,CoffeeTech Supplies,301,Travel Brew,At Home Coffee Makers
14880,Crema Café,App Connectivity,Black,Bangalore,02-03-2024,2,35075.85,Contoso Distributors,407,Crema,Commercial Coffee Makers
14881,Cafe S-200 Semi-Automatic,App Connectivity,Green,Pune,21-09-2024,-4,10289.75,,152,Cafe,At Home Coffee Makers
14882,Crema Café,App Connectivity,Blue,delhi,27-11-2025,3,16842.07,Aroma Imports,105,Crema,At Home Espresso Machines
14883,Airpot XL,Auto-Brew,Black,Pune,06-11-2024,14,33060.01,Contoso Distributors,465,Airpot,At Home Coffee Makers
14884,QuickPot,Auto-Brew,Green,Delhi,24-09-2024,1,21742.53,Contoso Distributors,33,QuickPot,At Home Espresso Machines
14885,QuickPot,Auto-Brew,Red,Mumbai,31-10-2025,-5,21870.48,Contoso Distributors,314,QuickPot,Commercial Coffee Makers
14886,QuickPot,Auto-Brew,White,Hyderabad,06-09-2025,6,41291.11,,273,QuickPot,Commercial Espresso Machines
14887,Crema Café,App Connectivity,Blue,Hyderabad,02-03-2025,-2,47606.52,CoffeeTech Supplies,82,Crema,At Home Coffee Makers
14888,Cafe A-100 Automatic,App Connectivity,Green,Pune,21-01-2023,-2,26713.02,BrewSupply Pvt Ltd,123,Cafe,Commercial Coffee Makers
14889,Barista Lite,App Connectivity,Black,Bangalore,12-07-2024,-3,5318.34,,115,Barista,At Home Coffee Makers
14890,Precision Brew 100,Auto-Brew,Red,delhi,29-12-2024,5,33158.71,BeanWorld India,482,Precision Brew,Commercial Espresso Machines
14891,Airpot XL,Auto-Brew,Green,Pune,05-05-2025,-3,6568.77,BrewSupply Pvt Ltd,449,Airpot,Commercial Espresso Machines
14892,AutoDrip,Auto-Brew,Blue,DELHI,10-05-2024,1,25895.71,Aroma Imports,160,AutoDrip,Commercial Coffee Makers
14893,Precision Brew 100,Auto-Brew,Silver,Delhi,25-07-2024,7,5954.01,Aroma Imports,410,Precision Brew,At Home Espresso Machines
14894,QuickPot,Auto-Brew,Black,delhi,07-07-2023,20,30938.61,,46,QuickPot,At Home Coffee Makers
14895,Airpot XL,Auto-Brew,Black,Pune,25-07-2024,15,47166.08,BeanWorld India,311,Airpot,Commercial Coffee Makers
14896,Smart Brew 300,Auto-Brew,Red,Hyderabad,05-01-2023,5,44647.21,Contoso Distributors,488,Smart Brew,Commercial Espresso Machines
14897,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Pune,17-06-2023,1,44752.85,,1,Cafe,Commercial Coffee Makers
14898,Cafe S-200 Semi-Automatic,App Connectivity,Green,Bangalore,27-03-2023,1,25520.49,BeanWorld India,144,Cafe,At Home Coffee Makers
14899,Airpot XL,Auto-Brew,Black,Mumbai,10-06-2024,15,15039.06,BrewSupply Pvt Ltd,265,Airpot,Commercial Espresso Machines
14900,Cafe S-200 Semi-Automatic,App Connectivity,Green,Delhi,26-08-2024,-2,6254.16,Contoso Distributors,61,Cafe,At Home Coffee Makers
14901,Airpot XL,Auto-Brew,White,Delhi,10-09-2025,4,37867.76,,133,Airpot,At Home Coffee Makers
14902,Airpot XL,Auto-Brew,White,Delhi,20-11-2023,4,37498.81,BeanWorld India,342,Airpot,Commercial Espresso Machines
14903,QuickPot,Auto-Brew,White,Delhi,10-05-2023,1,26129.22,,206,QuickPot,Commercial Espresso Machines
14904,Crema Café,App Connectivity,Green,Bangalore,19-06-2025,16,24023.63,BrewSupply Pvt Ltd,309,Crema,At Home Espresso Machines
14905,Travel Brew 100,Auto-Brew,Green,Pune,06-10-2023,20,35392.73,BeanWorld India,335,Travel Brew,At Home Espresso Machines
14906,Crema Café,App Connectivity,Red,Bangalore,16-02-2023,1,27576.0,,447,Crema,Commercial Coffee Makers
14907,Smart Brew 300,Auto-Brew,Black,DELHI,25-02-2025,1,36722.47,,93,Smart Brew,Commercial Coffee Makers
14908,AutoDrip,Auto-Brew,Black,Delhi,25-12-2025,9,41626.28,Aroma Imports,163,AutoDrip,Commercial Espresso Machines
14909,Cafe S-200 Semi-Automatic,App Connectivity,Red,Delhi,22-07-2023,2,21488.46,CoffeeTech Supplies,492,Cafe,At Home Espresso Machines
14910,Smart Brew 300,Auto-Brew,Red,delhi,28-05-2023,-1,8190.63,BrewSupply Pvt Ltd,252,Smart Brew,At Home Espresso Machines
14911,Barista Lite,App Connectivity,White,Mumbai,20-03-2025,2,10683.42,BeanWorld India,72,Barista,Commercial Espresso Machines
14912,Smart Brew 300,Auto-Brew,Green,delhi,24-04-2024,-4,16009.76,BeanWorld India,348,Smart Brew,Commercial Espresso Machines
14913,Precision Brew 100,Auto-Brew,Blue,Mumbai,22-11-2023,4,11021.48,BrewSupply Pvt Ltd,290,Precision Brew,At Home Espresso Machines
14914,Airpot XL,Auto-Brew,Silver,Delhi,03-12-2025,17,9857.19,BrewSupply Pvt Ltd,246,Airpot,Commercial Coffee Makers
14915,Precision Brew 100,Auto-Brew,Black,delhi,16-06-2023,-2,17460.88,BeanWorld India,49,Precision Brew,Commercial Coffee Makers
14916,AutoDrip,Auto-Brew,Green,Pune,07-02-2024,5,24690.73,Aroma Imports,403,AutoDrip,At Home Espresso Machines
14917,Cafe S-200 Semi-Automatic,App Connectivity,Red,Delhi,26-12-2023,6,46307.37,BrewSupply Pvt Ltd,351,Cafe,Commercial Espresso Machines
14918,Smart Brew 300,Auto-Brew,Green,Bangalore,13-06-2025,4,25687.17,CoffeeTech Supplies,419,Smart Brew,Commercial Coffee Makers
14919,Cafe S-200 Semi-Automatic,App Connectivity,Blue,Bangalore,09-10-2023,1,42402.39,Aroma Imports,374,Cafe,At Home Espresso Machines
14920,Precision Brew 100,Auto-Brew,Blue,Pune,07-04-2025,3,48026.97,BeanWorld India,352,Precision Brew,At Home Coffee Makers
14921,Airpot XL,Auto-Brew,Green,Delhi,05-05-2024,4,27688.77,Aroma Imports,264,Airpot,Commercial Espresso Machines
14922,Crema Café,App Connectivity,Black,Delhi,13-06-2025,10,41607.57,BeanWorld India,67,Crema,Commercial Espresso Machines
14923,Smart Brew 300,Auto-Brew,Blue,Bangalore,25-05-2025,18,18208.95,BeanWorld India,479,Smart Brew,At Home Coffee Makers
14924,QuickPot,Auto-Brew,Black,Mumbai,16-08-2023,0,8753.22,BrewSupply Pvt Ltd,249,QuickPot,At Home Coffee Makers
14925,QuickPot,Auto-Brew,Green,Pune,13-07-2024,9,44899.4,,381,QuickPot,At Home Coffee Makers
14926,Barista Lite,App Connectivity,Green,Mumbai,11-12-2023,2,21111.88,,263,Barista,At Home Espresso Machines
14927,Cafe S-200 Semi-Automatic,App Connectivity,Silver,Hyderabad,04-04-2025,-1,34038.85,CoffeeTech Supplies,116,Cafe,At Home Coffee Makers
14928,Smart Brew 300,Auto-Brew,Green,Pune,23-10-2025,7,26860.83,Contoso Distributors,472,Smart Brew,At Home Coffee Makers
14929,Travel Brew 100,Auto-Brew,Silver,DELHI,11-01-2024,1,25748.62,BrewSupply Pvt Ltd,334,Travel Brew,Commercial Espresso Machines
14930,Barista Lite,App Connectivity,Red,Delhi,14-01-2025,1,22920.97,Contoso Distributors,2,Barista,At Home Coffee Makers
14931,Crema Café,App Connectivity,Blue,DELHI,21-11-2023,6,20693.95,,426,Crema,At Home Espresso Machines
14932,Barista Lite,App Connectivity,Silver,Hyderabad,22-06-2023,-3,22143.6,CoffeeTech Supplies,368,Barista,Commercial Espresso Machines
14933,AutoDrip,Auto-Brew,White,Bangalore,11-09-2023,1,24621.67,CoffeeTech Supplies,376,AutoDrip,At Home Espresso Machines
14934,Travel Brew 100,Auto-Brew,White,Pune,15-12-2023,-5,5860.36,,287,Travel Brew,At Home Coffee Makers
14935,Travel Brew 100,Auto-Brew,Blue,Pune,27-09-2025,9,21561.51,,346,Travel Brew,At Home Coffee Makers
14936,Crema Café,App Connectivity,Green,Hyderabad,19-10-2024,15,37244.74,CoffeeTech Supplies,260,Crema,At Home Espresso Machines
14937,AutoDrip,Auto-Brew,White,Hyderabad,27-02-2024,-1,26560.43,,31,AutoDrip,At Home Coffee Makers
14938,Precision Brew 100,Auto-Brew,Blue,Mumbai,17-08-2023,4,39496.21,Aroma Imports,130,Precision Brew,Commercial Espresso Machines
14939,AutoDrip,Auto-Brew,Blue,Delhi,16-12-2023,-5,24108.64,Aroma Imports,52,AutoDrip,Commercial Espresso Machines
14940,Travel Brew 100,Auto-Brew,Silver,Bangalore,17-04-2023,16,18795.57,BeanWorld India,196,Travel Brew,At Home Coffee Makers
14941,Crema Café,App Connectivity,Black,DELHI,05-09-2024,20,39664.83,BeanWorld India,266,Crema,At Home Espresso Machines
14942,Smart Brew 300,Auto-Brew,Green,Bangalore,27-09-2025,1,17834.42,,469,Smart Brew,Commercial Coffee Makers
14943,Precision Brew 100,Auto-Brew,White,delhi,06-06-2025,-4,9121.67,CoffeeTech Supplies,37,Precision Brew,At Home Coffee Makers
14944,Precision Brew 100,Auto-Brew,White,Pune,09-07-2023,-2,11931.02,Aroma Imports,175,Precision Brew,At Home Coffee Makers
14945,Barista Lite,App Connectivity,White,Bangalore,02-08-2023,12,25877.6,BeanWorld India,188,Barista,At Home Coffee Makers
